PuzzleId	FEN	Moves	Rating	correct_answer	timed_out	time_elapsed
THgLf	r1r3k1/4pp2/1q1p1b2/p2R2p1/1p2P1P1/7Q/PPP5/1K5R b - - 1 24	b6c6 d5g5 g8f8 h3h8 f6h8 h1h8	2153			
T9nSz	r2r4/1bq1n1k1/p2pp1p1/1p2P1Q1/4P3/P1N5/1P4PP/3R1RK1 b - - 0 21	c7c5 g1h1 e7g8 f1f6 g8f6 g5f6	2189			
MHqyE	r3qbk1/1R3p2/2N1p1pp/BQPp4/P2Pn3/4P3/5PPP/6K1 w - - 2 28	a5b6 e4c3 c6e7 e8e7 b7e7 c3b5	2204			
r68no	4k3/4P3/p7/1pBr4/1P3PPK/8/8/8 b - - 2 50	a6a5 g4g5 a5b4 g5g6	2241			
CBrZh	8/7p/7k/8/2pN2Q1/2RbP1P1/P4P1P/1q4K1 w - - 1 45	g1g2 b1f1 g2f3 f1h1 f3f4 h1e4	2220			
zZ7h4	2kr3r/pp1n1p2/5q1p/b7/3N3p/P1N5/1P4PP/R2Q1RK1 b - - 0 17	f6g7 d4f5 g7e5 f5d6 c8b8 d6f7	2205			
09hHH	8/6k1/6P1/p4N1P/2K1np2/8/8/8 b - - 1 56	g7f6 g6g7 f6f7 h5h6 e4f6 f5e7	2200			
bpQoU	5rk1/1pq2rb1/p2np1p1/4p3/1QPpR1P1/1P1B4/P1N2B1P/4R1K1 w - - 1 26	e4e2 e5e4 f2d4 e4d3 d4g7 f7g7	2220			
BdLlE	4k2r/4q1p1/2pp1p1p/1pr5/3N4/1Q2P3/1PP3PP/4RK2 b k - 1 24	e7e4 e1a1 c5d5 a1a8 e8f7 a8h8	2241			
TMKoL	8/7p/p7/1p1k2p1/1P1p4/3K1P1P/1P3P2/8 w - - 0 35	b2b3 d5e5 f3f4 e5f4	2212			
ZJNIn	8/6P1/8/3B1R2/k3p2P/b2p4/K6R/6q1 w - - 2 56	f5f2 g1g7 d5c6 a4b4	2205			
MwtSU	5r1k/pp1b2p1/1b2q1p1/3pnrB1/PP5P/2PQ1N2/4RPP1/4R1K1 w - - 0 23	e2e5 f5e5 e1e5 f8f3	2180			
KZ7lA	3b1r2/pppr1k1R/2n5/4p3/4Bp2/2PP4/PPK2PP1/7R b - - 7 26	f7e8 e4g6 d7f7 h7f7 f8f7 h1h7	2165			
NvH0E	r1k4r/p1p4p/4p2B/2Qp1qPB/1P1P1b1P/P3nN1K/R7/6R1 w - - 6 32	g1g4 f4d6 a2f2 d6c5	2248			
myrNV	1r1k2r1/6bp/pqbRPp2/7Q/2p5/1P6/P1P3PP/2K4R b - - 0 24	d8e7 h1d1 b6e3 c1b1	2213			
Mxztm	r1b2rk1/2q1p1bp/pp3pp1/n1pn4/4N3/2PB1Q2/PP1B1PPP/RN2R1K1 b - - 3 15	c8f5 e4g3 f5d3 f3d5 e7e6 d5d3	2243			
giVJ4	8/8/1p6/p1k5/8/P2K4/1P6/8 w - - 0 48	a3a4 c5b4 d3d4 b4b3	2200			
9nF5A	8/8/5kp1/4R2P/4P2K/4r3/8/8 w - - 1 46	h5g6 f6e5 g6g7 e3e1 g7g8b e1h1 h4g3 h1g1 g3f2 g1g8	2169			
NMMLh	6k1/5N2/1pn1q2b/p2p4/P2P2pp/BQP1r3/6PP/5RK1 b - - 0 29	c6d4 f7h6 g8h8 h6f7	2239			
e7zW7	2r1r3/4qpk1/p2p1p1p/1p1P1R2/4p1P1/P1PnQ2P/6B1/5RK1 b - - 3 28	c8c3 f5f6 e7f6 f1f6 g7f6 e3d4	2167			
H2Azd	r1b2rk1/1p3pp1/p1nq1n1p/3pp3/N2P4/1Q1BPN2/PP3PPP/2R1K2R w K - 0 13	a4b6 c6a5 b3a3 d6b6	2170			
bHJ6z	3R4/1pR3r1/6k1/3Np1np/4Pp1b/5P2/PP3P1K/8 b - - 3 33	g7c7 d8d6 g6f7 d5c7	2180			
fLRDL	3r2k1/p4pp1/1qp5/8/1P2Q1P1/2P4P/P4K2/7R w - - 2 29	e4e3 d8d2 f2f3 b6d8 h1e1 d2d3	2202			
m6X1F	r7/ppp3R1/1nk3pr/4p3/6b1/P2PP1N1/1PP3P1/5RK1 b - - 2 22	b6d5 c2c4 d5f4 e3f4	2166			
JlLLQ	2k1r3/1bp2pp1/p2p1b1p/B2P1P2/P3r3/1B2qQ2/1P4PP/2RR3K w - - 11 24	a5c7 e3c1 d1c1 e4e1 f3f1 e1f1	2180			
uEEn8	r1bqr3/ppp2k1p/2n2np1/3p2B1/4P3/2NQ4/PPP2PPP/R3K1NR w KQ - 0 11	c3d5 d8d5 d3d5 f6d5	2189			
U1D2l	6r1/1b1qb3/1p4pk/p2N2np/3Q1B1r/P3P3/1PB2PP1/2RR2K1 w - - 2 29	d5e7 h4h1 g1h1 d7h3 h1g1 h3g2	2180			
PmEoQ	r2qk1nr/2p2pQp/1n6/p2pP2B/P1pP1b2/1p6/1P1N1PPP/R4RK1 b kq - 0 18	d8h4 g7f7 e8d8 f7e8	2216			
CEDsk	r2qk2r/1p2bppp/p1bp1n2/3Np1B1/2Q1P3/5N2/PPP2PPP/3R1RK1 w kq - 0 14	f3e5 c6d5 e4d5 d6e5	2225			
2VbsP	8/3k4/1p2p3/pNpb3p/4P3/3K4/PPP4P/8 b - - 0 43	d5a2 b5c3 a2d5 e4d5	2181			
HwGfj	2rr2k1/1b3pp1/pNn1pn1p/8/1P5q/P2B3P/3QNPP1/2RR2K1 b - - 0 26	c6e5 c1c8 b7c8 d3h7 g8h7 d2d8	2205			
78ork	5k2/p2b1p2/7p/q1pQ4/n7/4P2P/1B1KBr2/R6R w - - 2 28	d2c2 f2e2 c2c1 e2e1 h1e1 a5e1	2175			
lmj3m	8/2p4p/p1p4P/6p1/1PPK1k2/P7/5P2/8 b - - 0 37	f4f3 d4e5 g5g4 e5f5	2207			
Q25At	r6k/6p1/8/5p2/3P3P/4B1P1/p3QP2/Rq4K1 w - - 1 46	e2d1 b1d1 a1d1 a8b8 d4d5 b8b1	2246			
pRDzG	8/p6p/4kpp1/1p6/1P2KPPP/8/P7/8 w - - 0 37	a2a3 f6f5 g4f5 g6f5 e4d4 e6d6 h4h5 h7h6	2156			
9MegJ	3k1b2/ppp1P2R/7n/1B6/5Bp1/2p3pr/PPn3K1/8 b - - 0 24	f8e7 h7h8 h6g8 h8g8 e7f8 f4g5 d8c8 g8f8	2159			
ZLaG8	2r3k1/Rp1b1ppp/1n1Pp3/4P3/1qPQ2P1/4BN2/5P1P/6K1 b - - 0 26	c8c4 d4b6 c4g4 g1h1	2200			
Mo0wi	8/p1r1k1pp/1pBp1r2/3Ppq2/7Q/3n4/PP3P2/K5RR b - - 9 28	e7f7 g1g5 f5g5 h4g5	2215			
SD9Nf	2r2rk1/p1q3pp/bp1bp3/4Np2/3PpP1B/6Q1/PPB3PP/2R1K2R b K - 0 19	c7c2 c1c2 c8c2 g3b3 c2e2 e1d1	2193			
NAGaf	3r2k1/5pp1/p6p/1p1Np3/4P3/5Pq1/PQ6/5R1K b - - 0 38	d8c8 d5e7 g8f8 e7c8 g3h3 h1g1	2155			
Sn8vL	2kr3r/p1pp1n1p/bp2p1p1/1N6/3PPPq1/P2Q2N1/1PP3P1/R4RK1 w - - 5 18	b5a7 c8b7 a7b5 a6b5 d3b5 g4g3	2227			
Eesr2	8/p3Rk2/1p1p1r1p/5Np1/8/8/PPq3PP/5RK1 b - - 0 29	f7g6 e7g7 g6h5 g2g4 h5g4 f5e3	2232			
ipWhi	3r1rk1/ppp2pp1/7p/5b2/1b1q4/PQN5/1P3PPP/R3KBNR w KQ - 0 14	a1d1 d4e4 g1e2 b4a5	2237			
B2Xuy	4r3/1p3p1k/p4Pp1/4q1Qp/4NRnP/P2r4/1P6/1K4R1 w - - 1 30	g1g4 h5g4 g5e5 e8e5 e4g5 h7g8	2185			
MDQ0Y	k1r5/pp3Q1p/2nR2pP/8/8/P4N2/1P4q1/1K6 b - - 0 27	c6d8 f7c7 c8b8 d6d8	2222			
Re6Lb	r1bqk1nr/pp1nbppp/2p5/4N1B1/3PN3/8/PP3PPP/R2QKB1R w KQkq - 3 10	e5f7 e8f7 f1c4 f7f8	2158			
GzUgS	6k1/8/6p1/6P1/4KP2/4R3/8/4r3 b - - 22 54	e1e3 e4e3 g8f7 e3d4 f7e6 d4e4	2157			
u4cJH	rnb1r2k/ppp3pp/3b4/4B2q/2B5/2P2N2/PP2QPPP/2KR3R b - - 2 16	d6e5 f3e5 h5e2 c4e2	2228			
uWrCf	1k6/qp1r1pp1/1Rp2n1p/2P5/4p3/PQ5P/3rBPP1/1R3K2 b - - 0 28	f6d5 b6c6	2169			
7EHpW	4r1k1/1pp5/p2p3p/3P1n2/2P2p2/NP1n1p1P/PB3PP1/3R1K2 w - - 2 28	d1d3 e8e1 f1e1 f3g2	2233			
DO69H	2r1k3/1p3pp1/p1b1p3/3pP3/3P4/2q1NNP1/P4K2/R6Q w - - 1 25	h1h8 e8d7 h8g7 c3b2 e3c2 b2c2	2191			
o2xoP	r2qr2k/p6p/5ppB/2P1p3/3p4/1Q6/P4PPP/5RK1 b - - 0 23	e5e4 b3f7 e8g8 f1b1 d8f8 h6f8	2225			
vOCLK	r2r2k1/2q1n1bp/2p1bpp1/1p2p3/nP2P2B/4NN2/P1B1QPPP/R2R2K1 w - - 1 19	c2b3 e6b3 a2b3 a4c3 d1d8 c7d8	2200			
YGK2W	r5k1/p1p3pp/4b3/3NP3/3q4/8/PP2nQB1/R4K2 b - - 3 24	e6d5 f2d4 e2d4 g2d5 g8f8 d5a8	2226			
bIwQr	3r1k2/p2n2pp/4Rn2/2P3B1/8/1B5P/Pr3P2/4R1K1 b - - 0 24	d7c5 e6f6 g7f6 g5h6	2233			
JjVqf	8/8/2R4p/1P3rp1/2K5/6P1/7k/8 b - - 3 65	h6h5 c6c5 f5f8 c5g5	2221			
rCMgA	8/8/2p5/pp3k2/6p1/P1PP2K1/1P6/8 w - - 0 33	b2b3 c6c5 a3a4 b5b4	2219			
gmsE9	8/8/1p2R3/b1p1p1kp/2P1Pp2/3P3r/2B2PK1/8 b - - 2 48	g5g4 c2d1 f4f3 d1f3 h3f3 e6g6 g4f4 g6f6	2245			
YwBvF	8/p4R1p/P5pk/3Bp3/3b4/5P1P/5r2/7K b - - 0 31	g6g5 d5e4 g5g4 h3h4	2193			
5f7sB	2r5/1b4kp/p4qp1/1p1pr3/1Q1p4/P2P4/1PP1N1PP/2R1R1K1 w - - 0 23	e2d4 a6a5 b4b5 e5e1 c1e1 f6d4	2242			
8vY5C	3r2k1/5ppp/5q2/p1N5/PpQ2n2/5P2/1P3BPP/R5K1 w - - 0 27	a1b1 f6g6 c4f1 f4h3 g1h1 h3f2	2204			
mnw3L	r2qbrkb/p6p/2p3pP/1p1pN1P1/2nP4/2NB2Q1/PPP5/2K1R2R w - - 1 24	d3g6 h8e5 g6h7 g8h7	2167			
zYdMr	r1b2rk1/ppp2ppp/2nq4/8/3Pp3/4P3/PPPNB1PP/R2Q1RK1 b - - 0 11	c6d4 e3d4 d6d4 g1h1	2166			
vzeEu	4r1k1/ppp2pq1/3p4/3P4/4r3/P1P1Q3/1K3PP1/3R3R w - - 0 26	e3a7 e4e2 b2b3 g7g6 d1c1 g6d3 a7d4 d3b5 d4b4 b5d5	2189			
C44iU	7k/1p4bp/pB4p1/1qNBp3/3nPr2/P7/1P1Q2PP/3R2K1 w - - 3 31	d2b4 b5f1 d1f1 d4e2 g1h1 f4f1	2153			
P5eUK	rq4rk/p1pb1p1p/2pp1p2/2b5/3NP3/1P5P/P1P1NPP1/R2Q1RK1 w - - 3 14	e2g3 g8g3 f2g3 b8b4	2214			
uFgiQ	r4r2/5ppk/p2p4/1p1N4/3Q1p2/1KP3b1/PP2q3/7R b - - 1 27	h7g8 d4d3 f7f6 d3e2	2244			
Gq8AQ	r3r1k1/ppp2ppp/3n4/2pP3q/2P2Nb1/1P1Q2B1/P4PP1/R3R1K1 b - - 6 20	h5f5 f2f3 e8e1 a1e1 f5d3 f4d3 g4f5 d3c5	2210			
nf1SG	2r2rk1/pp3p2/4P1pp/6q1/3B4/1B5P/PP4P1/3R1RK1 b - - 0 21	f7e6 b3e6 g8h7 e6c8 f8f1 g1f1	2231			
dbN3i	8/7k/3n1p2/p4P2/1p2B3/1P1K2P1/8/8 w - - 0 50	g3g4 d6e4 d3e4 h7h6	2164			
VmOfZ	2k4r/1p3pQ1/2n1p3/p2pP3/2pP1r2/P1P5/1P1N1K1P/R1Bq3R w - - 0 26	f2e3 h8h3 e3f4 d1h1	2171			
kICop	8/6p1/5p1p/2krp2P/6P1/2K2P2/8/3R4 w - - 0 39	d1d5 c5d5 c3d3 d5d6	2202			
A9XlF	r7/2pbrpk1/1p4pb/p2Pp3/2P1B1Pq/P5N1/1P3QP1/4RRK1 b - - 0 25	a8h8 g3h5 g6h5 f2h4	2217			
xQep8	8/1p2k3/p1p1p3/2P3p1/2KPP1Pp/P6P/8/8 b - - 3 55	e7f6 d4d5 c6d5 e4d5 f6e7 d5d6	2215			
zvQs8	3rk2r/2Q2p2/p1R1q3/4pb1p/P7/1PpP1P2/1PK3P1/3R4 b - - 2 29	e6d7 c7e5 f5e6 e5h8 e8e7 h8c3	2162			
gBYbj	8/p3k3/1pRrppp1/1P1p3p/3P3P/P1K1PP2/6P1/8 w - - 1 30	c3b4 d6c6 b5c6 a7a6 c6c7 e7d7 c7c8b d7c8	2210			
8JBGr	8/p3qrk1/8/3RP2p/2P1p2P/4Nrp1/PP2Q1P1/6K1 w - - 1 35	e5e6 e7h4 g2f3 e4f3 d5g5 h4g5	2210			
alblV	r2q1rk1/pp3p2/2n1b2p/2bNpp2/4P3/5N2/PPP1BPPP/R2Q1RK1 w - - 0 13	e2d3 f5e4 d3e4 f7f5	2170			
0AMFh	8/8/4kp2/1P4p1/K7/P7/8/8 w - - 1 50	b5b6 e6d7 a4b5 d7c8 b5c5 g5g4	2171			
2G3fX	r4rk1/ppq2pp1/2nbbn1p/1B1pN3/3p4/2P2N2/PPQ2PPP/R1B1R1K1 w - - 0 13	c3d4 c6e5 c2c7 e5f3 g2f3 d6c7	2169			
Q6JPQ	r7/pp1Q4/1k2pr2/2q2n1p/2P5/1K6/P4P2/1R6 b - - 2 29	f5d4 b3a4 d4b5 b1b5 c5b5 d7b5 b6c7 b5e5	2202			
iZrLH	r2r2k1/3pQ1pp/p3p3/4p3/q7/1p3N2/2P1BPPP/2KR3R w - - 0 24	c1d2 a4f4 d2e1 b3c2	2204			
qIlbt	8/1p1P1ppk/pb4rp/3R4/4Q2q/1P1R1P2/P5P1/6K1 w - - 2 36	d5d4 h4e4 f3e4 g6d6	2164			
ogvM9	4r1k1/6p1/p6q/4P3/3pR3/7R/P5QK/2r5 b - - 5 37	h6b6 e4h4 b6c6 h4h8 g8f7 h3f3 f7e6 g2g6	2204			
ngTah	8/p7/6p1/7p/PP1k4/1K5P/8/8 w - - 2 64	b4b5 g6g5 a4a5 d4c5 b5b6 a7b6 a5a6 c5c6	2246			
aT9yM	5rk1/4bppp/p1q1p3/4P3/1prPNQ2/5R2/PP4PP/3R2K1 b - - 1 33	c6b6 e4f6 e7f6 e5f6 f8d8 f4g5	2156			
dlYHR	4r3/5kpp/3Bppq1/1pPp1P2/r2P2P1/1Q4KP/8/4R3 b - - 0 30	g6g5 d6f4 g5f4 g3f4	2179			
0ySC6	5rk1/r4ppp/b4n2/q2p2R1/1p3B2/1P3Q2/P1P2PPP/R5K1 b - - 0 22	f6e4 f3e4 d5e4 g5a5	2159			
7N3mY	r1bqk2r/p1pp1ppp/2p2n2/6B1/2B1P3/8/PPP2bPP/RN1Q1K1R b kq - 1 8	d7d6 e4e5 f2e3 g5e3	2221			
83jnx	1kbr2nr/2q3p1/p1np1pPp/1p2pP2/4P2P/1NB1Q3/PPPRB3/2K4R w - - 2 23	c3a5 c6a5 b3a5 c7a5 b2b4 a5c7	2193			
EfEcY	r1b2rk1/5ppp/1q2p3/pp1pP1P1/2n4P/P1NB4/1PP1QP2/2KR3R w - - 0 17	c3e4 d5e4 e2e4 g7g6	2158			
1F35I	r4rk1/pbp2ppp/1b3q2/8/2P5/1N1P4/P1P2PPP/R1BQ1RK1 w - - 1 15	c1e3 f6g6 g2g3 g6c6 f2f3 b6e3	2165			
grGAz	4Q3/3P1ppk/6p1/3q4/4p1Pb/6NP/5P1K/8 b - - 1 39	d5d4 g3e4 f7f5 g4f5 g6f5 e8h5	2245			
qcS1W	8/2kr1p2/1pp4p/4P1p1/PPbB1p2/5P2/4K1PP/3R4 w - - 0 30	e2f2 c6c5 e5e6 d7d4 d1d4 c5d4 e6f7 c4f7	2151			
0qmDg	6k1/r4pp1/5q1p/2n5/2PN4/2QPP1P1/p4P1P/R5K1 w - - 0 25	d4b5 c5b3 a1a2 a7a2 c3f6 g7f6	2191			
TDr29	k7/nr1r1p2/3P3p/8/4q1p1/1R6/1Q3PPP/1R4K1 w - - 0 30	b3b7 e4b7 b2h8 b7c8	2163			
rwUl4	r1b2rk1/p7/4pp1Q/1p2n3/3pPn1N/3Pq2P/PPB3P1/4RKR1 b - - 5 23	e3d2 g2g3 f4h3 h6d2	2164			
54vpl	5q1k/1R4pp/3rQ2b/p4r1P/4N3/3p4/P4PP1/6K1 w - - 0 40	e4d6 d3d2 b7b1 f5f6	2189			
Ifuxy	r1bq1rk1/pppp2pp/8/4bp2/2B1n3/2P5/PP3PPP/RNBQR1K1 b - - 1 10	d7d5 d1d5 d8d5 c4d5	2184			
teGUK	3r1rk1/pb2qp2/2p3pp/1p2b3/6Q1/5NP1/PP3P1P/2R1RBK1 b - - 1 21	h6h5 g4e4 c6c5 e4e5 e7e5 f3e5	2201			
pMOGV	2b3k1/p4ppp/1p6/3p2r1/3Bq3/2P2Q1P/PP3PP1/R4K2 w - - 2 27	a1e1 c8a6 f1g1 e4e1	2215			
al5Vg	4k3/1Qpr2pp/8/5p2/4n3/1P4R1/P1Pq2PP/4R1K1 w - - 1 27	g3e3 d2e3 e1e3 d7d1 e3e1 d1e1	2178			
v3plQ	8/8/1b6/4p3/1p2k3/1P2P3/4K1N1/8 w - - 2 57	g2h4 b6e3 h4g2 e3f4 g2e1 e4d4 e1d3 d4c3	2217			
OETSE	2k3rr/pbqp1p2/1p2pR2/2P5/5N1p/P1N5/1PP3P1/R2Q1B1K w - - 0 18	c5b6 h4h3 b6c7 h3g2 h1g1 h8h1 g1f2 g2g1q f2e1 g1f1	2220			
Igvt3	2k4r/r1p2pp1/P3p3/B1b5/7p/1Q6/PP2qNKP/RN5R w - - 2 29	h1f1 h4h3 g2g1 c5e3 b3e3 e2e3	2191			
ZYK5w	1k2r3/pp6/2p2Q1p/8/3P1P2/P3rPP1/1n1R3P/qBK4R w - - 1 26	d2b2 e3c3 b2c2 a1a3	2183			
3VXj5	r2r2k1/ppp1bppp/2bqpn2/3pN3/1P3P2/P2PP3/1BPNQ1PP/R4RK1 b - - 8 13	f6d7 e5f7 g8f7 b2e5 f7g8 e5d6	2233			
PCalN	r4rk1/pbqnbpp1/1p2pn1p/8/3N1B2/P1NB2P1/1PP1QP1P/R4RK1 b - - 1 15	e7d6 c3b5 d6f4 b5c7	2199			
4NXqQ	5k2/1P3ppQ/5q1p/p2p1P2/P2p1b2/7P/8/4B2K b - - 0 36	f6b6 h7h8 f8e7 e1h4 f7f6 h8g7 e7e8 h1g2	2184			
7FROG	3k4/1r5r/p3Q1pP/2pPp1q1/2P5/8/P7/K6R b - - 2 42	g5d2 e6g8 d8c7 g8h7 c7b8 h7h8 b8a7 h8e5	2173			
njB71	r1bqk2r/pp3ppp/2n2n2/8/2B1p3/3PPN2/PPP3PP/RN1QK2R w KQkq - 0 9	f3g5 d8a5 d1d2 a5g5	2173			
8CIXY	2rr1nk1/pb2bp1n/4p2Q/1p2qPP1/2ppP1P1/2PP4/PPBB4/2K2R1R b - - 2 24	c4d3 f5f6 e7f6 g5f6 e5f6 f1f6	2236			
hefZ4	r1b3k1/2p1b2p/ppP1prpQ/3pN3/3q4/nPNB4/P4PPP/R3R1K1 b - - 1 22	f6f2 d3g6 f2f6 g1h1	2186			
44oa7	3r1rk1/QR2bp2/5q2/4p1p1/3n1P2/P3N1Pp/1P5P/1B3R1K w - - 0 31	b7e7 f6c6 h1g1 d4f3 f1f3 c6f3	2188			
3Q7F8	8/4k3/4p3/p2p3P/3P2P1/4PpQ1/Pqr5/4R1K1 w - - 0 43	g3h4 e7d7 e1f1 c2g2 g1h1 b2e2	2155			
CKehU	r7/1b6/RPp5/2Pp1k1p/1K1PpPpP/4P1P1/4B3/8 b - - 0 46	a8a6 e2a6 b7a6 b6b7 a6b7 b4a5 b7c8 a5b6	2171			
kuttg	8/2p2R2/4p2p/2q1P3/3nQ3/P1k5/1R4PP/2B3K1 w - - 1 33	f7f3 d4f3 g1f1 c5g1 f1e2 f3d4	2200			
QjO9e	Q4bk1/7p/5np1/4p3/P1q1P3/8/2r1NBPP/4R1K1 w - - 7 29	e2g3 c2f2 g1f2 f6g4 f2f3 g4h2	2220			
LGgii	3qr1k1/pp3pp1/7p/1Q1RP3/8/r5P1/5PP1/4R1K1 b - - 0 24	d8b8 d5d7 a3a6 d7b7 a6b6 b7b8	2157			
lUttW	2k5/ppp2ppp/4p1q1/3P4/QP1n4/4B2r/P4PPK/R4R2 w - - 0 23	h2h3 g6h5 h3g3 d4e2	2249			
SmLTV	2r2r1k/p4pp1/1pB1p3/4N1q1/3P4/nQ6/5PPP/5RK1 b - - 1 24	f7f6 b3h3 g5h6 e5g6 h8h7 g6f8	2203			
WEvbT	5r1k/4b3/1p1p1r2/1P5p/P1PpP1b1/1N1P1p1P/5RB1/R5K1 b - - 0 29	f3g2 f2f6 e7f6 h3g4	2237			
fOE5o	2r2rk1/3n1ppp/3Qpn2/8/4P3/2P2N1P/1q1N1PP1/R3R1K1 b - - 0 21	b2c3 e4e5 c8c6 d6e7	2209			
gkKtx	r4rk1/1b1q2pp/p2bpn2/3p4/1p1N4/3BBP1Q/PPP3PP/2R1R1K1 b - - 3 21	e6e5 d3h7 g8f7 h7f5	2220			
3dBVJ	5R2/7p/7P/4kPPK/8/8/8/r7 w - - 3 61	f5f6 e5f4 g5g6 a1h1	2151			
lSjnO	r1b2rk1/p2n1p1p/1qp3pQ/2bp2B1/5P2/2NB4/PPP3PP/R4R1K b - - 1 16	f8e8 c3a4 c5f8 a4b6	2188			
V4i6P	r7/8/1Rnk1q2/2pQpP2/4P3/3P2P1/r6P/6K1 b - - 1 45	d6e7 b6c6 f6c6 d5c6	2217			
xtLSL	4rk2/3qb3/4Qp1p/2B3p1/2p5/p4P2/3r2PP/R3R1K1 w - - 5 38	c5e7 d7e7 e6e7 e8e7 e1e7 f8e7	2190			
GO3RU	2q3k1/4Rpp1/4p2p/3p4/3Pn3/Q3P2P/1P3PP1/6K1 w - - 2 26	a3a7 c8c1 g1h2 e4f2 a7b8 g8h7 e7f7 c1h1 h2g3 f2e4 g3h4 h1g2	2239			
Ve5vq	2r3k1/1p3ppp/2q5/2Pp4/pQ6/PpR1P2P/5PP1/6K1 b - - 9 35	b7b6 c5b6 c6c3 b4c3 c8c3 b6b7	2224			
QE5U0	6k1/p1Q4p/2p3p1/3p4/1p1Pn3/3R4/PP2PP2/2K2q2 w - - 6 36	c1c2 f1e2 c2c1 e2d3 c7d8 g8f7	2220			
w5PpV	r5k1/2pb1p2/pq1prPn1/1p4Qp/1P2P3/2P4P/P1B3PK/R4R2 b - - 2 27	g8f8 e4e5 e6e5 g5h6 f8e8 c2g6	2211			
1P2CE	r1bq1rk1/pp2b1pp/4p1p1/2ppP3/6Q1/3BP3/PPPN1PP1/R3K2R b KQ - 1 12	d8e8 h1h7 g8h7 g4h5 h7g8 d3g6 e8g6 h5g6	2220			
Cp9QG	7r/7P/4kn2/4p3/Pp4K1/1P6/2PB3R/8 w - - 5 55	g4g5 f6h7 h2h7 h8h7	2180			
iCnlk	6k1/2Q2pp1/2P1b2p/1P1p4/2rN1p2/4P1P1/1q3P1P/3R2K1 w - - 0 30	b5b6 f4e3 c7b8 g8h7	2165			
dti6o	r5k1/3q2p1/1Q5p/1p3p1P/3Pb3/pR5B/2P2P1P/1K5R w - - 0 30	b6b5 d7d4 b3a3 a8a3	2182			
v8UzG	8/8/4p2p/1pPpPk2/pP1P1p1P/5Rr1/6PK/8 b - - 0 46	f5g4 c5c6 g4f5 f3g3	2180			
Zk6Pk	8/R7/4kr2/1p2p3/4P1R1/4K3/PPr5/8 b - - 0 30	c2b2 g4g7 e6d6 a7a6	2198			
Lhrz5	6k1/ppp2ppp/2n1r3/6q1/2Pp2B1/1N1P3b/PP3P1N/R2Q2K1 w - - 0 22	d1f3 h3g4 f3g4 g5g4 h2g4 e6g6 g1f1 g6g4	2162			
H0FXX	3r2k1/2p2pp1/2q2b2/8/8/2P2rPp/PPQ1RB1P/R5K1 w - - 2 29	a1d1 f3d3 f2d4 f6d4 c3d4 c6c2 e2c2 d3d1	2177			
R3SQw	r1b1k2r/p1p2ppp/2Pp4/4q3/1BB5/8/P4PPP/1N1QK2R w Kkq - 2 14	d1e2 a8b8 a2a3 a7a5	2205			
Ey6Kc	3r3k/1n4p1/2p4p/1p2pP2/1P5N/4q2P/Q2N2P1/5R1K b - - 0 27	d8d2 a2f7 e3g5 f5f6	2212			
aVPlg	r3kb1r/2p1qppp/p1np1n2/1p5b/3PP3/1BN2P2/PPP3PP/R1BQK2R b KQkq - 1 10	b5b4 b3a4 b4c3 a4c6 f6d7 c6a8	2177			
Klqt6	r3r1k1/p1pR1pp1/1p2n2p/4B3/2P4q/5P2/P1Q3PP/4RK2 b - - 8 26	e6f4 c2f5 f7f6 f5f4	2202			
44iWO	8/p2k2p1/1p3p2/7P/1P1K3P/P7/8/8 w - - 0 44	d4d5 b6b5 d5c5 a7a6 c5d5 d7e7	2151			
kMdfg	8/8/6p1/3k3p/3P3P/3K4/8/8 b - - 2 56	g6g5 h4g5 d5e6 d3e4 h5h4 d4d5	2240			
NISe5	r2qr1k1/1pb2ppp/n1p3b1/p7/2PPN3/2NQ3P/P1P2PP1/R1B1R1K1 w - - 11 18	a2a3 f7f5 c1g5 f5e4	2235			
yTnb9	7k/1p3p2/2n1q3/pPP1PpPP/P1Pp1P2/1K3Q2/7r/6B1 b - - 0 41	h2a2 b5c6 a2a4 b3a4	2213			
A1HBX	r1bqkb1r/ppp4p/2n2pN1/3p1n1Q/3P4/2PpP1B1/PP3PPP/RN2K2R b KQkq - 0 10	f5g3 h2g3 h7g6 h5g6 e8e7 h1h8	2197			
cqVy9	8/pp3pk1/1bp2p2/8/3PPqp1/1B3P1r/PP1R1Q1N/7K w - - 0 34	f3g4 f4e4 h1g1 b6c7	2168			
enW0K	8/r5p1/q1p1kp2/4p1p1/2PpP1P1/1Q3P2/PR6/1K6 b - - 4 34	g7g6 c4c5 e6e7 b2h2	2174			
TALs9	4r1k1/bb1q1p2/p4n1Q/1pp5/3p3N/P5PP/1PP2PB1/R5K1 b - - 0 33	b7g2 h6g5 g8f8 h4f5 d7f5 g5f5	2218			
FC42c	2r2rk1/p5pp/4p3/1PP2q2/P3p3/1Q3pPP/5P2/2R2RK1 w - - 1 27	g1h2 f8f6 h3h4 f6h6 b3e3 f5g4 e3h6 g7h6	2217			
satZ5	2r5/5pkp/p3pp2/2Pp2N1/4b3/3qP3/1Q3PPK/2R5 b - - 4 34	h7h6 g5e6 f7e6 b2b7 g7g6 b7c8	2249			
FgOUy	5rk1/6rp/3p4/R1P1b2q/4p3/1P2N1P1/3Q1PK1/5R2 w - - 1 32	c5d6 h5f3 g2g1 e5g3 f2g3 g7g3 e3g2 f3f1	2211			
